mrl,mrl_formatted,jmpr,ccpr,prior_ccpr,cac_year,lod,source_of_res,fat_ph,tev,footnote,footnote_ccpr,step,pesticide,commodity_code,commodity_name
0.1,0.1 mg/Kg,,,,,,,,,The MRL accommodates external animal treatment.,,CXL,Amitraz,MM 0822,Sheep meat
0.5,0.5 mg/Kg,,,,,,,,,,,CXL,Amitraz,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
0.05,0.05 mg/Kg,,,,,,,,,The MRL accommodates external animal treatment.,,CXL,Amitraz,MM 0812,Cattle meat
0.5,0.5 mg/Kg,,,,,,,,,,,CXL,Amitraz,FS 0247,Peach
0.5,0.5 mg/Kg,,,,,,,,,,,CXL,Amitraz,SO 0691,Cotton seed
0.05,0.05 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,VR 0589,Potato
0.2,0.2 mg/Kg,6,39,,2007,,,(fat),,,,CXL,Endosulfan,MM 0095,Meat (from mammals other than marine mammals)
0.5,0.5 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FI 0350,Papaya
0.02,0.02 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,TN 0666,Hazelnuts
0.03,0.03 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,PM 0110,Poultry meat
0.2,0.2 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,SB 0716,Coffee beans
2.0,2 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,VC 0046,"Melons, except watermelon"
0.05,0.05 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,VR 0508,Sweet potato
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,VO 0440,Egg plant
0.2,0.2 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,SB 0715,Cacao beans
2.0,2 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FI 0343,Litchi
0.5,0.5 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FI 0326,Avocado
0.01,0.01 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,ML 0106,Milks
0.5,0.5 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FI 0345,Mango
0.02,0.02 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,GC 669,Macadamia nuts
0.03,0.03 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,MO 0098,"Kidney of cattle, goats, pigs and sheep"
2.0,2 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,OC 0541,"Soya bean oil, crude"
0.03,0.03 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,PE 0112,Eggs
0.5,0.5 mg/Kg,,37,,2005,,,,,,,CXL,Endosulfan,HS 0193,"Spices, roots and rhizomes"
1.0,1 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,VD 0541,Soya bean (dry)
1.0,1 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,VC 0424,Cucumber
0.03,0.03 mg/Kg,6,39,,2007,(*),,,,,,CXL,Endosulfan,PO 0111,"Poultry, edible offal of"
2.0,2 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FI 0352,"Persimmon, American"
1.0,1 mg/Kg,,37,,2005,,,,,,,CXL,Endosulfan,HS 0190,"Spices, seeds"
10.0,10 mg/Kg,,43,,2011,,,,,,,CXL,Endosulfan,DT 1114,"Tea, green, black (black, fermented and dried)"
0.5,0.5 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FI 0322,Custard apple
0.3,0.3 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,SO 0691,Cotton seed
5.0,5 mg/Kg,,37,,2005,,,,,,,CXL,Endosulfan,HS 0191,"Spices, fruits and berries"
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,MO 0099,"Liver of cattle, goats, pigs & sheep"
0.1,0.1 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,FM 0183,Milk fats
0.5,0.5 mg/Kg,6,39,,2007,,,,,,,CXL,Endosulfan,VC 0431,"Squash, summer"
0.5,0.5 mg/Kg,,35,"32,34",2003,,,,,,,CXL,Endosulfan,VO 0448,Tomato
0.02,0.02 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,TN 0678,Walnuts
0.02,0.02 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FC 0001,Citrus fruits (group)
0.02,0.02 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VA 0385,"Onion, bulb"
2.0,2 mg/Kg,2,36,35,2004,,,PoP,,,,CXL,Deltamethrin,CF 1212,Wheat wholemeal
0.05,0.05 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FS 0014,Plums (including fresh prunes) (subgroup)
0.3,0.3 mg/Kg,2,36,35,2004,,,PoP,,,,CXL,Deltamethrin,CF 1211,Wheat flour
0.1,0.1 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VB 0042,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)"
0.03,0.03 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,MO 0098,"Kidney of cattle, goats, pigs and sheep"
0.02,0.02 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,PE 0112,Eggs
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VA 0384,Leek
0.02,0.02 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,TN 0666,Hazelnuts
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Deltamethrin,SO 0495,Rape seed
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FP 0226,Apple
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VP 0060,Legume vegetables (group)
0.02,0.02 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,VO 0447,Sweet corn (corn-on-the-cob)
2.0,2 mg/Kg,2,36,35,2004,,,Po,,,,CXL,Deltamethrin,GC 0080,Cereal grains
0.5,0.5 mg/Kg,2,,,,,,(fat),,The MRL accommodates external animal treatment.,,CXL,Deltamethrin,MM 0095,Meat (from mammals other than marine mammals)
0.2,0.2 mg/Kg,,,,,,,,,,,CXL,Deltamethrin,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.05,0.05 mg/Kg,2,36,35,2004,,,F,,,,CXL,Deltamethrin,ML 0106,Milks
0.05,0.05 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FS 0245,Nectarine
5.0,5 mg/Kg,2,,,1995,,,PoP,,,,CXL,Deltamethrin,CM 0654,"Wheat bran, unprocessed"
0.01,0.01 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,VR 0494,Radish
0.01,0.01 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,VR 0589,Potato
0.5,0.5 mg/Kg,,43,,2011,,,,,,,CXL,Deltamethrin,HS 0193,"Spices, roots and rhizomes"
1.0,1 mg/Kg,2,36,35,2004,,,Po,,,,CXL,Deltamethrin,VD 0070,Pulses (group)
0.05,0.05 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FS 0247,Peach
0.05,0.05 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VO 0450,Mushrooms
0.03,0.03 mg/Kg,,43,,2011,,,,,,,CXL,Deltamethrin,HS 0191,"Spices, fruits and berries"
2.0,2 mg/Kg,2,38,"36,37",2006,,,,,,,CXL,Deltamethrin,VL 0053,Leafy vegetables
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FB 0275,Strawberry
0.2,0.2 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FB 0269,Grapes
0.02,0.02 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VR 0577,Carrot
5.0,5 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,DT 1114,"Tea, green, black (black, fermented and dried)"
0.1,0.1 mg/Kg,2,36,35,2004,,,(fat),,,,CXL,Deltamethrin,PM 0110,Poultry meat
0.05,0.05 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,SO 0702,Sunflower seed
0.3,0.3 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,VO 0448,Tomato
1.0,1 mg/Kg,2,36,35,2004,,,,,,,CXL,Deltamethrin,FT 0305,Table olives
0.03,0.03 mg/Kg,2,36,35,2004,(*),,,,,,CXL,Deltamethrin,MO 0099,"Liver of cattle, goats, pigs & sheep"
0.7,0.7 mg/Kg,2019,52,,2021,,,,,"(except spinach, pursiane and chard)",,CXL,Tolclofos-Methyl,VL 2050,Leafy greens (subgroup)
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,PE 0112,Eggs
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,MF 0100,Mammalian fats (except milk fats)
0.3,0.3 mg/Kg,2019,52,,2021,,,,,,,CXL,Tolclofos-Methyl,VR 0589,Potato
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Tolclofos-Methyl,ML 0106,Milks
1.0,1 mg/Kg,1,35,,2003,,,,,,,CXL,Dimethipin,SO 0702,Sunflower seed
0.01,0.01 mg/Kg,1,35,,2003,(*),,,,,,CXL,Dimethipin,PO 0111,"Poultry, edible offal of"
1.0,1 mg/Kg,1,35,,2003,,,,,,,CXL,Dimethipin,SO 0691,Cotton seed
0.2,0.2 mg/Kg,1,35,,2003,,,,,,,CXL,Dimethipin,SO 0495,Rape seed
0.05,0.05 mg/Kg,1,35,,2003,(*),,,,,,CXL,Dimethipin,VR 0589,Potato
0.01,0.01 mg/Kg,1,35,,2003,(*),,,,,,CXL,Dimethipin,PE 0112,Eggs
0.01,0.01 mg/Kg,1,35,,2003,(*),,,,,,CXL,Dimethipin,MM 0095,Meat (from mammals other than marine mammals)
0.1,0.1 mg/Kg,1,35,,2003,,,,,,,CXL,Dimethipin,OR 0691,"Cotton seed oil, edible"
0.1,0.1 mg/Kg,1,35,,2003,,,,,,,CXL,Dimethipin,OC 0691,"Cotton seed oil, crude"
0.01,0.01 mg/Kg,1,35,,2003,(*),,,,,,CXL,Dimethipin,PM 0110,Poultry meat
0.01,0.01 mg/Kg,1,35,,2003,(*),,,,,,CXL,Dimethipin,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,1,34,,2003,(*),,,,,,CXL,Dimethipin,ML 0106,Milks
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,PE 0112,Eggs
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,FC 0001,Citrus fruits (group)
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VA 0385,"Onion, bulb"
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,PO 0111,"Poultry, edible offal of"
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VO 0448,Tomato
0.15,0.15 mg/Kg,2016,49,,2017,,,,,(including strawberries),,CXL,Acibenzolar-S-methyl,FB 2009,Low growing berries (subgroup)
0.06,0.06 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,FI 0327,Banana
0.4,0.4 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VL 0483,"Lettuce, leaf"
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VL 0482,"Lettuce, head"
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VA 0381,Garlic
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VA 0388,Shallot
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,PM 0110,Poultry meat
1.0,1 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VL 0054,Leaves of Brassicaceae
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,ML 0106,Milks
0.03,0.03 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,FI 0341,Kiwifruit
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,MM 0095,Meat (from mammals other than marine mammals)
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,FS 2001,Peaches (including apricots and nectarine) (subgroup)
0.8,0.8 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VC 0045,"Fruiting vegetables, cucurbits (group)"
0.7,0.7 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VB 0040,Brassica vegetables (except Brassica leafy vegetables) (group)
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,PF 0111,Poultry fats
0.6,0.6 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,VL 0502,Spinach
0.02,0.02 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Acibenzolar-S-methyl,MF 0100,Mammalian fats (except milk fats)
0.3,0.3 mg/Kg,2016,49,,2017,,,,,,,CXL,Acibenzolar-S-methyl,FP 0226,Apple
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,GC 0645,Maize
0.1,0.1 mg/Kg,,37,,2005,(*),,,,,,CXL,Phorate,HS 0193,"Spices, roots and rhizomes"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,VP 0526,Common bean (pods and/or immature seeds)
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,PM 0110,Poultry meat
0.02,0.02 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,MO 0105,Edible offal (mammalian)
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,VD 0071,Beans (dry)
0.1,0.1 mg/Kg,2015,48,,2016,,,,,,,CXL,Phorate,HS 0731,"Fennel, seed"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,VR 0596,Sugar beet
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,VD 0541,Soya bean (dry)
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,SO 0691,Cotton seed
0.1,0.1 mg/Kg,,37,,2005,(*),,,,,,CXL,Phorate,HS 0191,"Spices, fruits and berries"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,GC 0651,Sorghum grain
0.01,0.01 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,ML 0106,Milks
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,PE 0112,Eggs
0.1,0.1 mg/Kg,2015,48,,2016,,,,,,,CXL,Phorate,HS 0779,"Coriander, seed"
0.02,0.02 mg/Kg,5,38,,2006,,,,,,,CXL,Phorate,OR 0645,"Maize oil, edible"
0.1,0.1 mg/Kg,5,38,,2006,,,,,,,CXL,Phorate,OC 0645,"Maize oil, crude"
0.05,0.05 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,SB 0716,Coffee beans
0.5,0.5 mg/Kg,2015,48,,2016,,,,,(except coriander seed and fennel seed),,CXL,Phorate,HS 0190,"Spices, seeds"
0.02,0.02 mg/Kg,5,38,,2006,(*),,,,,,CXL,Phorate,MM 0095,Meat (from mammals other than marine mammals)
0.3,0.3 mg/Kg,12,45,,2013,,,,,,,CXL,Phorate,VR 0589,Potato
0.05,0.05 mg/Kg,5,38,,2006,,,,,,,CXL,Phorate,CF 1255,Maize flour
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Triforine,MF 0100,Mammalian fats (except milk fats)
0.7,0.7 mg/Kg,2014,47,,2015,,,,,,,CXL,Triforine,VO 0448,Tomato
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Triforine,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Triforine,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,2014,47,,2015,(*),,,,,,CXL,Triforine,ML 0106,Milks
0.03,0.03 mg/Kg,2014,47,,2015,,,,,,,CXL,Triforine,FB 0020,Blueberries
1.0,1 mg/Kg,2014,47,,2015,,,,,,,CXL,Triforine,VO 0440,Egg plant
0.05,0.05 mg/Kg,"04,07",40,37-39,2008,(*),,,,,,CXL,Fenitrothion,PM 0110,Poultry meat
1.0,1 mg/Kg,,37,,2005,,,,,,,CXL,Fenitrothion,HS 0191,"Spices, fruits and berries"
0.05,0.05 mg/Kg,"04,07",40,37-39,2008,(*),,,,,,CXL,Fenitrothion,MO 0105,Edible offal (mammalian)
7.0,7 mg/Kg,,37,,2005,,,,,,,CXL,Fenitrothion,HS 0190,"Spices, seeds"
0.05,0.05 mg/Kg,"04,07",40,37-39,2008,(*),,,,,,CXL,Fenitrothion,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,7,40,,2008,,,,,,,CXL,Fenitrothion,VD 0541,Soya bean (dry)
25.0,25 mg/Kg,7,40,36-39,2008,,,PoP,,,,CXL,Fenitrothion,CM 0654,"Wheat bran, unprocessed"
6.0,6 mg/Kg,7,40,37-39,2008,,,Po,,,,CXL,Fenitrothion,GC 0080,Cereal grains
0.1,0.1 mg/Kg,,37,,2005,(*),,,,,,CXL,Fenitrothion,HS 0193,"Spices, roots and rhizomes"
0.01,0.01 mg/Kg,"04,07",40,37-39,2008,,,,,,,CXL,Fenitrothion,ML 0106,Milks
40.0,40 mg/Kg,7,40,37-39,2008,,,PoP,,,,CXL,Fenitrothion,CM 1206,"Rice bran, unprocessed"
0.5,0.5 mg/Kg,4,40,37-39,2008,,,,,,,CXL,Fenitrothion,FP 0226,Apple
0.05,0.05 mg/Kg,"04,07",40,37-39,2008,(*),,,,,,CXL,Fenitrothion,PE 0112,Eggs
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,PE 0112,Eggs
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,PO 0111,"Poultry, edible offal of"
2.0,2 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,FB 0278,"Currant, black"
0.06,0.06 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VC 0425,Gherkin
0.01,0.01 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,ML 0106,Milks
0.5,0.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,FB 0275,Strawberry
0.09,0.09 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VO 0440,Egg plant
0.15,0.15 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VC 0046,"Melons, except watermelon"
1.5,1.5 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.06,0.06 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VC 0431,"Squash, summer"
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,PM 0110,Poultry meat
0.06,0.06 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VC 0424,Cucumber
0.09,0.09 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VO 0448,Tomato
0.4,0.4 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,FB 0269,Grapes
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,MF 0100,Mammalian fats (except milk fats)
0.2,0.2 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.1,0.1 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,FP 0226,Apple
0.1,0.1 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,FP 0230,Pear
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,MM 0095,Meat (from mammals other than marine mammals)
0.06,0.06 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,VS 0620,"Artichoke, globe"
0.05,0.05 mg/Kg,2016,49,,2017,(*),,,,,,CXL,Penconazole,MO 0105,Edible offal (mammalian)
0.08,0.08 mg/Kg,2016,49,,2017,,,,,,,CXL,Penconazole,FS 2001,Peaches (including apricots and nectarine) (subgroup)
9.0,9 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FB 0269,Grapes
1.5,1.5 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VL 0482,"Lettuce, head"
5.0,5 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FB 2005,Cane berries (subgroup)
0.7,0.7 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VC 0424,Cucumber
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FS 0013,Cherries (subgroup)
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VO 2046,Eggplants (subgroup)
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FB 0275,Strawberry
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,CXL,Fenpyrazamine,ML 0106,Milks
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VO 0448,Tomato
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VO 0445,"Peppers, sweet (including pimento or pimiento)"
0.02,0.02 mg/Kg,2017,50,,2018,(*),,,,,,CXL,Fenpyrazamine,MM 0095,Meat (from mammals other than marine mammals)
3.0,3 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VO 4275,Cherry tomato
1.5,1.5 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VL 0483,"Lettuce, leaf"
0.02,0.02 mg/Kg,2017,50,,2018,(*),,,,,,CXL,Fenpyrazamine,MF 0100,Mammalian fats (except milk fats)
4.0,4 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FS 2001,Peaches (including apricots and nectarine) (subgroup)
0.7,0.7 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,VR 0604,Ginseng
4.0,4 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FB 2006,Bush berries (subgroup)
0.01,0.01 mg/Kg,2017,50,,2018,(*),,,,,,CXL,Fenpyrazamine,TN 0660,Almonds
2.0,2 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,FS 0014,Plums (including fresh prunes) (subgroup)
0.05,0.05 mg/Kg,2017,50,,2018,,,,,,,CXL,Fenpyrazamine,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,PE 0112,Eggs
0.05,0.05 mg/Kg,99,36,33-35,2004,,,,,,,CXL,Fenamiphos,VB 0402,Brussels sprouts
0.05,0.05 mg/Kg,99,36,33,2004,(*),,,,,,CXL,Fenamiphos,SO 0691,Cotton seed
0.05,0.05 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,FP 0226,Apple
0.05,0.05 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,OC 0691,"Cotton seed oil, crude"
0.05,0.05 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,FI 0327,Banana
0.05,0.05 mg/Kg,99,36,33,2004,(*),,,,,,CXL,Fenamiphos,SO 0697,Peanut
0.01,0.01 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,MO 0105,Edible offal (mammalian)
0.01,0.01 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,MM 0095,Meat (from mammals other than marine mammals)
0.005,0.005 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,ML 0106,Milks
0.05,0.05 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,OC 0697,"Peanut oil, crude"
0.01,0.01 mg/Kg,99,36,33-35,2004,(*),,,,,,CXL,Fenamiphos,PO 0111,"Poultry, edible offal of"
0.05,0.05 mg/Kg,6,39,,2007,,,,,,,CXL,Fenamiphos,VC 0046,"Melons, except watermelon"
0.05,0.05 mg/Kg,99,36,33-35,2004,,,,,,,CXL,Fenamiphos,VB 0041,"Cabbages, head"
0.01,0.01 mg/Kg,99,36,"33,35",2004,(*),,,,,,CXL,Fenamiphos,PM 0110,Poultry meat
0.2,0.2 mg/Kg,2019,52,,2021,,,,,,,CXL,Mandestrobin,SO 0495,Rape seed
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,MO 0105,Edible offal (mammalian)
5.0,5 mg/Kg,2019,52,,2021,,,,,,,CXL,Mandestrobin,FB 0269,Grapes
10.0,10 mg/Kg,2019,52,,2021,,,,,,,CXL,Mandestrobin,DF 0269,"Grape, dried (= Currants, Raisins and Sultanas)"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,ML 0106,Milks
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,MM 0095,Meat (from mammals other than marine mammals)
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,PF 0111,Poultry fats
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,PO 0111,"Poultry, edible offal of"
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,PM 0110,Poultry meat
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,PE 0112,Eggs
3.0,3 mg/Kg,2019,52,,2021,,,,,,,CXL,Mandestrobin,FB 0275,Strawberry
0.01,0.01 mg/Kg,2019,52,,2021,(*),,,,,,CXL,Mandestrobin,MF 0100,Mammalian fats (except milk fats)
0.3,0.3 mg/Kg,2018,51,,2019,,,,,,,CXL,Lufenuron,FC 0004,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)"
